C001-1220,Productos,2023-06-16,SOLES,CONTADO,Generada,3.648,3.654,1220,7 DIAS,0,1,,,0,1,0
C001-1219,Productos,2023-06-16,DOLARES,CONTADO,Generada,3.648,3.654,1219,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1218,Productos,2023-06-16,DOLARES,CONTADO,Emitida,3.648,3.654,1218,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1217,Productos,2023-06-15,SOLES,CREDITO,Emitida,3.646,3.652,1217,1 DÍAS,60 DÍAS,1,"PRODUCTOS EN STOCK 15 DÍAS HÁBILES LA ENTREGA, PARA FABRICACIÓN DE 20 A 25 DÍAS HÁBILES",23-00930-SC,0,1,0
C001-1216,Productos,2023-06-15,DOLARES,CONTADO,Generada,3.646,3.652,1216,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1215,Productos,2023-06-14,DOLARES,CONTADO,Emitida,3.641,3.648,1215,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1214,Productos,2023-06-14,DOLARES,CONTADO,Emitida,3.641,3.648,1214,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1213,Productos,2023-06-13,DOLARES,CONTADO,Generada,3.641,3.648,1213,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1212,Productos,2023-06-13,SOLES,CONTADO,Generada,3.65,3.658,1212,7 DIAS,0,1,,,0,1,0
C001-1211,Servicios,2023-06-13,SOLES,CONTADO,Emitida,3.65,3.658,1211,1 DÍAS,0,1,RESANE DE BODEGAS ( E/P ESTELA DE PLATA ),70057165,0,1,0
C001-1210,Productos,2023-06-13,DOLARES,CONTADO,Generada,3.65,3.658,1210,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1209,Productos,2023-06-13,DOLARES,CONTADO,Emitida,3.65,3.658,1209,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1208,Productos,2023-06-12,SOLES,CONTADO,Generada,3.641,3.646,1208,7 DIAS,0,1,,,0,1,0
C001-1207,Productos,2023-06-12,SOLES,CONTADO,Generada,3.641,3.646,1207,7 DIAS,0,1,,,0,1,0
C001-1206,Productos,2023-06-12,SOLES,CONTADO,Generada,3.641,3.646,1206,0,0,1,,,0,1,0
C001-1205,Productos,2023-06-12,SOLES,CONTADO,Generada,3.641,3.646,1205,7 DIAS,0,1,,,0,1,0
C001-1204,Productos,2023-06-12,SOLES,CONTADO,Emitida,3.641,3.646,1204,7 DIAS,0,1,,,0,1,0
C001-1203,Productos,2023-06-12,SOLES,CONTADO,Emitida,3.641,3.646,1203,7 DIAS,0,1,,,0,1,0
C001-1202,Productos,2023-06-12,SOLES,CONTADO,Generada,3.641,3.646,1202,7 DIAS,0,1,,,0,1,0
C001-1201,Productos,2023-06-10,DOLARES,CONTADO,Generada,3.641,3.646,1201,7 DIAS,0,1,,,0,1,0
C001-1200,Productos,2023-06-10,SOLES,CONTADO,Emitida,3.641,3.646,1200,7 DIAS,0,1,,,0,1,0
C001-1199,Productos,2023-06-10,SOLES,CONTADO,Emitida,3.641,3.646,1199,7 DIAS,0,1,,,0,1,0
C001-1198,Productos,2023-06-09,DOLARES,CONTADO,Emitida,3.655,3.661,1198,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1197,Productos,2023-06-09,DOLARES,CONTADO,Emitida,3.655,3.661,1197,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1196,Productos,2023-06-09,SOLES,CONTADO,Emitida,3.655,3.661,1196,7 DIAS,0,1,,,0,1,0
C001-1195,Productos,2023-06-09,DOLARES,CONTADO,Generada,3.655,3.661,1195,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1194,Productos,2023-06-09,SOLES,CONTADO,Generada,3.655,3.661,1194,7 DIAS,0,1,,,0,1,0
C001-1193,Productos,2023-06-08,SOLES,CREDITO,Emitida,3.671,3.674,1193,1 DÍAS,60 DÍAS,1,"PRODUCTOS EN STOCK 15 DÍAS HÁBILES LA ENTREGA, PARA FABRICACIÓN DE 20 A 25 DÍAS HÁBILES",23-00914-SC,0,1,0
C001-1192,Productos,2023-06-22,DOLARES,CREDITO,Emitida,3.671,3.674,1192,3 DÍAS,60 DÍAS,1,OC: 3008373959   ( 1 CAJA Y 1 PAQUETE ),3008373959,0,1,0
C001-1191,Productos,2023-06-08,DOLARES,CREDITO,Emitida,3.671,3.674,1191,1 DÍAS,7 DIAS,1,OC : 2722869,2722869,0,1,0
C001-1190,Productos,2023-06-07,SOLES,CONTADO,Generada,3.687,3.691,1190,7 DIAS,0,1,,,0,1,0
C001-1189,Productos,2023-06-06,DOLARES,CONTADO,Emitida,3.673,3.68,1189,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1188,Productos,2023-06-06,SOLES,CREDITO,Emitida,3.656,3.667,1188,1 DÍAS,60 DÍAS,1,"PRODUCTOS EN STOCK DE 10 A 15 DIAS HABILES LA ENTREGA, PARA FABRICACION DE 15 A 20 DIAS HABILES",23-00813-SC,0,1,0
C001-1187,Productos,2023-06-06,DOLARES,CONTADO,Emitida,3.673,3.68,1187,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1186,Productos,2023-06-05,DOLARES,CONTADO,Emitida,3.682,3.688,1186,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1185,Productos,2023-06-05,DOLARES,CONTADO,Emitida,3.682,3.688,1185,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1184,Productos,2023-06-05,DOLARES,CONTADO,Emitida,3.682,3.688,1184,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
C001-1183,Productos,2023-06-05,DOLARES,CONTADO,Emitida,3.682,3.688,1183,1 DÍAS,0,1,ENTREGA SEGÚN STOCK,,0,1,0
